Address,Sell Price,Sell Date,Last Sell Price,Last Sell Date,Auction,Rent Amount PW,Rent Date,Land Size SQM,Building Size SQM,Bedrooms,Toilets,Car,Suburb,Suburb_Code
1 Bostock Avenue,"1,060,000",03 Oct 2018,"180,000",Nov 2000,1.0,,,510,,4,2,3,Manifold Heights,17
233 Autumn Street,"940,000",Sep 2018,"376,000",Oct 2013,1.0,,,602,115,4,4,2,Manifold Heights,17
9 Purrumbete Avenue,"1,400,000",15 Sep 2018,"1,087,500",May 2015,1.0,,,966,298,5,3,2,Manifold Heights,17
54 Calder Street,"781,000",15 Sep 2018,"417,500",Jul 2011,1.0,430,Oct 2018,675,,3,1,1,Manifold Heights,17
3/27 Roxby Street,"735,000",Sep 2018,"427,000",May 2010,,390,Dec 2008,227,,,,,Manifold Heights,17
13 Strachan Avenue,"1,277,000",Aug 2018,"88,000",Jul 1986,,500,Jun 2019,928,,3,3,3,Manifold Heights,17
1/3 Merton Grove,"420,000",11 Aug 2018,"60,000",Feb 1992,1.0,,,"1,248",,2,1,,Manifold Heights,17
8 Herne Street,"720,000",Aug 2018,,,,350,Sep 2018,678,,3,1,1,Manifold Heights,17
265 Autumn Street,"670,000",04 Aug 2018,"475,000",Nov 2015,1.0,380,Mar 2017,615,138,4,1,1,Manifold Heights,17
3 Airey Avenue,"664,000",Jul 2018,"90,000",Jun 1993,,,,504,,3,1,2,Manifold Heights,17
1/215 Church Street,"360,000",Jul 2018,"270,000",Nov 2011,1.0,275,Feb 2018,490,,,,,Manifold Heights,17
60 Minerva Road,"615,000",Jun 2018,"201,000",Jul 2005,,,,243,,3,1,2,Manifold Heights,17
4/40-42 Calder Street,"305,000",Jun 2018,"245,000",Nov 2016,,,,88,,,,,Manifold Heights,17
11 Malvern Grove,"575,000",02 Jun 2018,"306,500",Jan 2008,1.0,305,Jun 2012,581,,3,1,1,Manifold Heights,17
2 Manifold Street,"676,000",May 2018,,,,320,Aug 2018,721,,4,2,5,Manifold Heights,17
3/9 Manifold Street,"280,000",May 2018,"79,000",Apr 2000,,290,May 2019,64,,,,,Manifold Heights,17
259 Autumn Street,"825,000",May 2018,"470,000",Feb 2000,,,,608,,3,2,2,Manifold Heights,17
5/197 Church Street,"227,000",May 2018,"177,000",Feb 2014,,220,Jan 2017,47,,1,1,1,Manifold Heights,17
3/22 Roxby Street,"360,000",May 2018,"75,000",Sep 1996,,,,77,,,,,Manifold Heights,17
9 Bostock Avenue,"695,000",May 2018,"210,000",Jan 2001,,400,Sep 2019,614,,3,2,1,Manifold Heights,17
24 Girton Crescent,"1,287,000",Apr 2018,"663,500",Jun 2010,,,,769,,3,2,1,Manifold Heights,17
16 Wimmera Avenue,"815,000",14 Apr 2018,"590,000",Oct 2015,1.0,,,663,,3,2,2,Manifold Heights,17
1 Central Avenue,"940,000",10 Apr 2018,"233,000",Mar 1999,1.0,,,643,,3,2,2,Manifold Heights,17
2B Minerva Road,"519,000",Apr 2018,,,,,,162,,,,,Manifold Heights,17
55 Lascelles Avenue,"632,000",Apr 2018,"455,000",Feb 2015,1.0,215,Oct 2005,650,104,3,1,2,Manifold Heights,17
26 Sydenham Avenue,"910,000",Mar 2018,"450,000",Mar 2011,,,,380,,,,,Manifold Heights,17
235 Autumn Street,"580,000",Mar 2018,"322,500",Feb 2009,,350,Jan 2017,604,147,3,1,2,Manifold Heights,17
1 Lascelles Avenue,"540,000",Mar 2018,,,,420,Jan 2019,490,,3,1,1,Manifold Heights,17
19 Strachan Avenue,"1,405,000",Mar 2018,"190,000",May 1998,,,,228,,2,2,1,Manifold Heights,17
5 Lascelles Avenue,"536,000",Mar 2018,"190,000",May 2002,,270,Jan 2018,483,,1,1,1,Manifold Heights,17
4/9 Manifold Street,"293,000",Mar 2018,"162,500",Jul 2004,,175,Jan 2008,64,,,,,Manifold Heights,17
6 Purrumbete Avenue,"1,565,000",Mar 2018,"975,000",Jun 2014,,700,Jul 2018,994,,5,3,3,Manifold Heights,17
181 Church Street,"605,000",Mar 2018,"88,000",Nov 1994,,,,627,,2,1,2,Manifold Heights,17
2/10 Oliver Street,"247,500",Mar 2018,"192,500",Mar 2009,,280,May 2018,62,,,,,Manifold Heights,17
2b Evelyn Street,"540,000",Feb 2018,"419,000",Oct 2012,,380,Oct 2015,307,,3,2,4,Manifold Heights,17
209 Church Street,"557,000",Feb 2018,"136,000",Nov 2001,,,,780,,3,1,5,Manifold Heights,17
1/346 Aberdeen Street,"725,000",Jan 2018,,,,480,Nov 2016,325,,,,,Manifold Heights,17
2/43 Shannon Avenue,"410,000",Jan 2018,"360,000",Sep 2014,,375,Sep 2016,210,,,,,Manifold Heights,17
