Address,Sell Price,Sell Date,Last Sell Price,Last Sell Date,Auction,Rent Amount PW,Rent Date,Land Size SQM,Building Size SQM,Bedrooms,Toilets,Car,Suburb,Suburb_Code
36-40 Fellmongers Road,"7,490,676",Oct 2014,"6,325,000",Jul 2011,,,,"81,474",,,,,BreakWater,5
194 St Albans Road,"120,000",Oct 2014,,,,,,530,116,3,1,2,BreakWater,5
36 Fellmongers Road,"7,490,676",Oct 2014,,,,,,"81,474",,,,,BreakWater,5
26 Hitchcock Street,"280,000",Sep 2014,"126,000",Dec 2001,,,,557,139,3,1,1,BreakWater,5
9 Fellmongers Road,"230,000",Aug 2014,"69,500",Sep 1999,,290,Nov 2011,397,160,3,1,2,BreakWater,5
20-21 Industrial Place,"1,000,000",Aug 2014,"260,000",Sep 2005,,"55,000",Oct 2009,"2,037",,,,,BreakWater,5
2 Dyson Court,"1,298,000",Aug 2014,"68,000",Mar 1995,,,,"4,388",,,,,BreakWater,5
20 Industrial Place,"1,000,000",Aug 2014,,,,,,"2,037",,,,,BreakWater,5
10/6 Apparel Close,"335,500",Aug 2014,,,,,,161,,,,,BreakWater,5
1/6 Solomon Court,"225,000",Jun 2014,,,,,,302,,3,1,1,BreakWater,5
39 Fidge Crescent,"179,900",Jun 2014,"169,000",Apr 2007,,375,Jul 2019,557,107,3,1,2,BreakWater,5
92 St Albans Road,"220,000",Jun 2014,,,,,,,,,,,BreakWater,5
9a Fellmongers Road,"165,000",Jun 2014,,,,,,397,,2,1,1,BreakWater,5
205 Boundary Road,"239,500",Jun 2014,,,,,,,,,,,BreakWater,5
2 Atkins Street,"199,000",Jun 2014,,,,,,,,,,,BreakWater,5
23 Boundary Road,"249,000",Jun 2014,,,,,,,,,,,BreakWater,5
9 Fidge Crescent,"254,000",Jun 2014,"225,000",Jul 2010,,290,Jul 2011,596,110,3,1,1,BreakWater,5
15 Fellmongers Road,"277,000",Jun 2014,,,,,,664,,3,1,3,BreakWater,5
32 Leather Street,"715,000",May 2014,,,,,,"4,092",1458,,,,BreakWater,5
2/8 Tucker Street,"258,000",May 2014,,,,,,348,104,,,,BreakWater,5
9/9-11 Leather Street,"236,500",Apr 2014,"209,000",Aug 2011,,,,110,,,,,BreakWater,5
6 McAllister Street,"265,000",Apr 2014,"73,000",Nov 1995,,,,537,130,3,1,3,BreakWater,5
9/9 Leather Street,"236,500",Mar 2014,,,,,,110,,,,,BreakWater,5
1/8 Tucker Street,"245,000",Mar 2014,,,,,,365,90,6,2,3,BreakWater,5
2/9-11 Leather Street,"198,000",Feb 2014,"138,000",Apr 2007,,"13,500",Jun 2014,94,,,,,BreakWater,5
4 Tucker Street,"242,500",Jan 2014,,,,,,856,97,3,1,1,BreakWater,5
2/6-10 Apparel Close,"266,000",Dec 2013,,,,,,169,162,,,,BreakWater,5
2/6 Apparel Close,"266,000",Dec 2013,,,,,,,,,,,BreakWater,5
6/21 Leather Street,"720,000",Dec 2013,"550,000",May 2009,,,,"1,337",,,,,BreakWater,5
1/6 Apparel Close,"302,500",Dec 2013,,,,,,,,,,,BreakWater,5
4/43-45 Tucker Street,"233,000",Nov 2013,"89,000",May 2001,,205,Feb 2012,187,,,,,BreakWater,5
4/43 Tucker Street,"233,000",Nov 2013,,,,,,187,,,,,BreakWater,5
5/12 Apparel Close,"335,500",Nov 2013,,,,,,216,,,,,BreakWater,5
56B Tucker Street,"350,250",Oct 2013,"280,000",Dec 2007,,,,762,125,3,1,1,BreakWater,5
33 Young Street,"250,000",Oct 2013,,,,350,Sep 2019,534,100,3,1,2,BreakWater,5
