Address,Sell Price,Sell Date,Last Sell Price,Last Sell Date,Auction,Rent Amount PW,Rent Date,Land Size SQM,Building Size SQM,Bedrooms,Toilets,Car,Suburb,Suburb_Code
Lot/33 Oxbow Court,"472,000",Nov 2020,"376,000",Jan 2018,,,,950,,,,,Highton,15
21 Swanbourne Avenue,"1,095,000",Nov 2020,"175,000",Apr 2009,,,,667,,,,,Highton,15
2 Haigh Court,"820,000",Nov 2020,"694,600",Jun 2018,,,,731,201,4,2,2,Highton,15
6 Devon Park Drive,"330,000",Nov 2020,,,,,,,,,,,Highton,15
14 Oakbank Avenue,"657,000",Nov 2020,"370,000",Apr 2013,,340,May 2016,690,166,3,1,2,Highton,15
23 Brassey Avenue,"759,000",Nov 2020,"280,000",Nov 2000,,,,776,,4,2,3,Highton,15
46 Leigh Road,"855,000",Nov 2020,"162,000",Sep 2009,,,,686,,,,,Highton,15
7 Landes Avenue,"830,000",Nov 2020,"622,000",Jan 2017,,,,756,248,,,,Highton,15
16 Floreat Avenue,"1,100,000",Nov 2020,,,,,,804,,4,3,3,Highton,15
20 Elizabeth Street,"670,000",Nov 2020,"118,000",May 2000,,,,644,,3,,,Highton,15
1/127 Barrabool Road,"689,000",Nov 2020,,,,,,185,,,,,Highton,15
22 Hutcheson Avenue,"732,500",Nov 2020,"182,000",Dec 1992,,,,740,,4,2,2,Highton,15
119 Belle Vue Avenue,"577,000",Nov 2020,"130,000",May 2001,,270,Jun 2010,681,,3,1,1,Highton,15
111 Province Boulevard,"630,000",Nov 2020,"165,000",Oct 2011,,480,Feb 2020,452,154,4,2,2,Highton,15
6 Melrose Avenue,"805,000",Nov 2020,"570,000",Dec 2016,1.0,495,Jan 2015,989,173,4,2,,Highton,15
31 Molesworth Drive,"1,268,000",Nov 2020,"492,000",Aug 2005,,,,"1,863",,4,2,2,Highton,15
3 Alamo Close,"840,000",Nov 2020,"475,000",Dec 2012,,,,893,239,4,3,2,Highton,15
13/4 Ficinia Mews,"220,000",Nov 2020,"215,000",Jul 2017,,265,Nov 2014,961,,,,,Highton,15
1/37 Hutcheson Avenue,"415,000",Nov 2020,"275,000",Nov 2015,,,,139,,2,1,1,Highton,15
80 Augustine Drive,"725,000",Nov 2020,"549,000",Nov 2015,,,,729,,3,2,3,Highton,15
126 Mill Race Road,"310,000",Nov 2020,,,,,,713,,,,,Highton,15
169 Grantham Drive,"775,000",Nov 2020,"205,000",Nov 2010,,570,Sep 2019,720,237,4,2,2,Highton,15
73 Glastonbury Drive,"765,000",Nov 2020,"469,000",Oct 2011,,,,719,,4,2,2,Highton,15
35 Reynolds Road,"517,500",Nov 2020,"350,000",May 2015,,425,Dec 2016,652,146,4,2,4,Highton,15
17 Grantham Drive,"1,000,000",Nov 2020,"300,000",May 2010,,680,Nov 2020,766,262,4,3,2,Highton,15
2/11 Cedarville Close,"450,000",Nov 2020,"370,000",Oct 2016,,375,Nov 2018,189,,3,2,1,Highton,15
3/2 Hemswell Court,"463,000",Oct 2020,"119,750",May 2001,,370,Dec 2020,262,,,,,Highton,15
2/2 Gretton Court,"550,000",Oct 2020,"120,000",Oct 2005,,,,455,,,,,Highton,15
8 Koorong Court,"887,000",Oct 2020,"66,000",Nov 1993,,,,"1,427",,,,,Highton,15
89 Victory Way,"655,000",Oct 2020,"347,400",Jul 2003,,,,489,231,3,2,2,Highton,15
86 (Lot 792) Highland Way,"256,000",Oct 2020,,,,,,,,,,,Highton,15
5 Bayview Court,"742,500",Oct 2020,"67,925",Feb 2000,,,,655,195,,,,Highton,15
2/42 Barrabool Road,"600,000",Oct 2020,"319,000",Feb 2000,,,,417,,,,,Highton,15
47 Nedlands Drive,"320,000",Oct 2020,,,,,,960,,,,,Highton,15
89 Thornhill Road,"730,000",Oct 2020,"165,000",Aug 2000,,,,825,,3,,,Highton,15
3 Fernhill Drive,"761,000",Oct 2020,"425,000",Jun 2014,1.0,430,Dec 2015,660,,3,2,2,Highton,15
2/44 Scenic Road,"602,000",Oct 2020,"510,000",Aug 2018,,350,Jul 2013,351,,3,2,1,Highton,15
LOT 767 Koop Close,"455,000",Oct 2020,,,,,,760,,,,,Highton,15
38 Oxbow Court,"440,000",Oct 2020,,,,,,904,,,,,Highton,15
11 Clifford Street,"710,000",Oct 2020,,,,,,299,,,,,Highton,15
31 Nedlands Drive,"320,000",Oct 2020,,,,,,840,,,,,Highton,15
51 Culzean Crescent,"830,000",Oct 2020,"238,000",Mar 2001,,,,734,215,3,2,2,Highton,15
70 Province Boulevard,"915,000",Oct 2020,"166,000",Aug 2009,,,,760,245,,,,Highton,15
11 Highpoint Crescent,"320,000",Oct 2020,,,,,,784,,,,,Highton,15
3/7 North Valley Road,"310,000",Oct 2020,"227,500",May 2012,,290,Dec 2020,70,,,,,Highton,15
3 Lansell Drive,"617,500",Oct 2020,"369,000",Aug 2010,,395,May 2019,652,,3,2,2,Highton,15
27 Highpoint Crescent,"450,000",Oct 2020,,,,,,920,,,,,Highton,15
33 Victory Way,"1,187,500",Oct 2020,"907,500",Nov 2016,,,,753,240,4,2,2,Highton,15
194 South Valley Road,"699,500",Oct 2020,"435,000",Feb 2013,,,,720,184,3,2,2,Highton,15
7-9 Morena Street,"1,525,000",Oct 2020,"265,000",Mar 2015,,,,"1,130",,,,,Highton,15
18 Moreton Bay Drive,"610,000",Oct 2020,,,,,,591,,3,2,2,Highton,15
3 Greenwich Grange,"810,000",Oct 2020,"677,500",Jun 2017,,,,765,,4,2,2,Highton,15
1 Harrison Court,"575,000",Oct 2020,"300,000",Aug 2008,,350,Sep 2017,637,,2,3,2,Highton,15
8 Oakbank Avenue,"935,000",Oct 2020,"570,000",Jun 2014,,,,671,,4,2,2,Highton,15
13 Esperence Crescent,"875,000",Oct 2020,"230,000",Feb 2013,,,,671,215,,,,Highton,15
17 Buckley Falls Road,"1,700,000",Oct 2020,"900,000",Nov 2011,,,,"2,196",,4,2,2,Highton,15
2/191 South Valley Road,"375,000",Sep 2020,"229,000",Feb 2000,,,,170,,,,,Highton,15
19 Horizon Court,"685,000",Sep 2020,"585,000",Sep 2016,,500,Sep 2019,418,,3,2,2,Highton,15
12 Landes Avenue,"410,000",Sep 2020,"189,000",Apr 2011,,,,915,,,,,Highton,15
1/4 Burdekin Road,"454,000",Sep 2020,"365,000",Nov 2017,,,,216,,,,,Highton,15
58 Reigate Road,"940,000",Sep 2020,"605,000",Dec 2017,,,,780,250,5,3,2,Highton,15
23 Woolondoon Drive,"645,000",Sep 2020,"200,000",Jan 2013,,520,Aug 2018,590,167,,,,Highton,15
1/42 Barrabool Road,"580,000",Sep 2020,"398,000",May 2010,,,,323,,,,,Highton,15
3 Watersedge Terrace,"1,250,000",Sep 2020,"57,000",Nov 1987,,,,"1,395",,,,,Highton,15
18 Radstock Avenue,"275,000",Sep 2020,,,,,,952,,,,,Highton,15
24 Culzean Crescent,"750,000",Sep 2020,"540,000",Apr 2015,,430,Apr 2017,693,171,3,2,2,Highton,15
8 Webster Court,"775,000",Sep 2020,"58,500",May 1998,,,,796,,,,,Highton,15
15 Montrose Place,"705,000",Sep 2020,"95,000",Oct 1998,,,,662,,,,,Highton,15
13 Landy Avenue,"670,000",Sep 2020,"355,000",Jul 2013,,300,Oct 2009,591,109,3,1,1,Highton,15
25 Aitkenside Avenue,"730,000",Sep 2020,,,,,,585,,3,2,2,Highton,15
4-6 Narrawong Avenue,"353,000",Sep 2020,,,,,,519,,,,,Highton,15
1/5 Cara Road,"349,000",Sep 2020,"232,500",Jul 2013,,300,Aug 2019,210,,,,,Highton,15
1/165 Barrabool Road,"435,000",Sep 2020,"255,000",Feb 2014,,245,Nov 2010,176,,2,1,1,Highton,15
114 Province Boulevard,"270,000",Sep 2020,"220,000",May 2018,,,,751,,,,,Highton,15
116 Grantham Drive,"1,375,000",Sep 2020,"210,000",Dec 2009,,,,850,373,,,,Highton,15
38 Clydesdale Way,"905,000",Sep 2020,"62,500",Feb 2000,,,,924,272,,,,Highton,15
2 Sunset Court,"950,000",05 Sep 2020,"615,000",Sep 2011,1.0,,,"1,003",222,3,2,2,Highton,15
24 Remony Ave Avenue,"895,000",Sep 2020,,,,,,830,,4,2,4,Highton,15
64 Province Boulevard,"752,000",Sep 2020,"162,000",Oct 2009,,550,Oct 2013,657,,4,2,2,Highton,15
14 Kyeema Avenue,"940,000",Sep 2020,"427,000",Jan 2002,,,,666,,4,3,3,Highton,15
60 Mulquiney Crescent,"692,500",Sep 2020,"369,000",Sep 2003,,,,761,208,4,2,2,Highton,15
63 Grantham Drive,"800,000",Sep 2020,"218,000",Feb 2000,,,,712,,,,,Highton,15
4 Meadow Court,"895,000",Sep 2020,"222,500",Sep 2010,,,,"1,324",,,,,Highton,15
4/15-16 Jewell Place,"610,000",Aug 2020,"370,000",Apr 2008,,,,419,,,,,Highton,15
14/45 Barrabool Road,"225,000",Aug 2020,"180,000",Sep 2013,,210,Aug 2015,"2,429",51,,,,Highton,15
161 Mt Pleasant Road,"745,000",Aug 2020,"210,000",Sep 2000,,,,595,,3,2,2,Highton,15
28B Victory Way,"540,000",Aug 2020,,,,480,Aug 2020,,,,,,Highton,15
90 Leigh Road,"825,000",Aug 2020,"177,000",Jun 2009,,,,704,,,,,Highton,15
14 Bennett Street,"672,500",Aug 2020,"445,000",Apr 2013,,440,Jun 2017,680,147,3,1,1,Highton,15
20 Moreton Bay Drive,"490,000",Aug 2020,"365,000",Oct 2013,,260,Oct 2012,612,,3,1,1,Highton,15
8 Mont Dor Parade,"825,000",Aug 2020,,,,,,693,,,,,Highton,15
7/28 Barrabool Road,"389,800",Aug 2020,"120,000",Feb 2000,,,,153,,,,,Highton,15
3/165 Barrabool Road,"428,000",Aug 2020,"270,000",Oct 2014,,350,Aug 2020,176,,,,,Highton,15
16 Amberley Court,"910,000",Aug 2020,"545,000",Apr 2010,,420,Jan 2009,"1,003",,4,2,2,Highton,15
126 South Valley Road,"450,000",Aug 2020,"97,500",Jun 2004,,,,669,149,3,1,1,Highton,15
5 Lambhill Crescent,"612,000",Aug 2020,,,,,,701,,3,1,1,Highton,15
25 Springdale Rise,"650,000",Aug 2020,"245,000",Feb 2018,,,,402,,,,,Highton,15
6 Torulosa Court,"660,000",Aug 2020,"495,000",Oct 2017,1.0,480,Dec 2019,614,,3,1,1,Highton,15
