,Year,Suburb,Average Sell Price,Suburb_Code
0,2000,Armstrong Creek,170812.5,1
1,2010,Armstrong Creek,175000.0,1
2,2011,Armstrong Creek,170100.0,1
3,2012,Armstrong Creek,176428.57142857142,1
4,2013,Armstrong Creek,187363.63636363635,1
5,2014,Armstrong Creek,187576.08695652173,1
6,2015,Armstrong Creek,244636.36363636365,1
7,2016,Armstrong Creek,213435.29411764705,1
8,2017,Armstrong Creek,457285.71428571426,1
9,2018,Armstrong Creek,550000.0,1
10,2020,Armstrong Creek,429412.92042297125,1
11,2021,Armstrong Creek,440756.0640991628,1
12,2022,Armstrong Creek,452099.2077753544,1
13,2023,Armstrong Creek,463442.35145154595,1
14,2024,Armstrong Creek,474785.4951277375,1
15,2025,Armstrong Creek,486128.6388039291,1
16,2026,Armstrong Creek,497471.78248012066,1
17,2027,Armstrong Creek,508814.9261563122,1
18,2028,Armstrong Creek,520158.06983250007,1
19,2029,Armstrong Creek,531501.2135086916,1
20,2030,Armstrong Creek,542844.3571848832,1
21,2031,Armstrong Creek,554187.5008610748,1
22,2032,Armstrong Creek,565530.6445372663,1
23,2033,Armstrong Creek,576873.7882134579,1
24,2034,Armstrong Creek,588216.9318896495,1
25,2035,Armstrong Creek,599560.075565841,1
26,2036,Armstrong Creek,610903.2192420326,1
27,2037,Armstrong Creek,622246.3629182242,1
28,2038,Armstrong Creek,633589.5065944158,1
29,2039,Armstrong Creek,644932.6502706073,1
30,2040,Armstrong Creek,656275.7939467989,1
31,2041,Armstrong Creek,667618.9376229905,1
32,2042,Armstrong Creek,678962.0812991783,1
33,2043,Armstrong Creek,690305.2249753699,1
34,2044,Armstrong Creek,701648.3686515614,1
35,2045,Armstrong Creek,712991.512327753,1
36,2046,Armstrong Creek,724334.6560039446,1
37,2047,Armstrong Creek,735677.7996801361,1
38,2048,Armstrong Creek,747020.9433563277,1
39,2049,Armstrong Creek,758364.0870325193,1
40,2050,Armstrong Creek,769707.2307087108,1
41,1986,Bell Park,59000.0,2
42,1987,Bell Park,68000.0,2
43,1988,Bell Park,101000.0,2
44,1989,Bell Park,108250.0,2
45,1991,Bell Park,74000.0,2
46,1992,Bell Park,60500.0,2
47,1994,Bell Park,121500.0,2
48,1995,Bell Park,62000.0,2
49,1997,Bell Park,65000.0,2
50,1998,Bell Park,103750.0,2
51,1999,Bell Park,101500.0,2
52,2000,Bell Park,179666.66666666666,2
53,2001,Bell Park,122250.0,2
54,2002,Bell Park,84224.6,2
55,2003,Bell Park,181400.0,2
56,2004,Bell Park,178000.0,2
57,2005,Bell Park,190937.5,2
58,2006,Bell Park,214200.0,2
59,2007,Bell Park,252477.77777777778,2
60,2008,Bell Park,222853.57142857142,2
61,2009,Bell Park,244666.66666666666,2
62,2010,Bell Park,298400.0,2
63,2011,Bell Park,271222.22222222225,2
64,2012,Bell Park,274696.2727272727,2
65,2013,Bell Park,298437.5,2
66,2014,Bell Park,314894.2,2
67,2015,Bell Park,344192.3076923077,2
68,2016,Bell Park,363541.6666666667,2
69,2017,Bell Park,347045.45454545453,2
70,2018,Bell Park,381875.0,2
71,2020,Bell Park,428962.2859887853,2
72,2021,Bell Park,440305.4296649769,2
73,2022,Bell Park,451648.57334116846,2
74,2023,Bell Park,462991.71701736003,2
75,2024,Bell Park,474334.8606935516,2
76,2025,Bell Park,485678.00436974317,2
77,2026,Bell Park,497021.14804593474,2
78,2027,Bell Park,508364.2917221263,2
79,2028,Bell Park,519707.43539831415,2
80,2029,Bell Park,531050.5790745057,2
81,2030,Bell Park,542393.7227506973,2
82,2031,Bell Park,553736.8664268889,2
83,2032,Bell Park,565080.0101030804,2
84,2033,Bell Park,576423.153779272,2
85,2034,Bell Park,587766.2974554636,2
86,2035,Bell Park,599109.4411316551,2
87,2036,Bell Park,610452.5848078467,2
88,2037,Bell Park,621795.7284840383,2
89,2038,Bell Park,633138.8721602298,2
90,2039,Bell Park,644482.0158364214,2
91,2040,Bell Park,655825.159512613,2
92,2041,Bell Park,667168.3031888045,2
93,2042,Bell Park,678511.4468649924,2
94,2043,Bell Park,689854.590541184,2
95,2044,Bell Park,701197.7342173755,2
96,2045,Bell Park,712540.8778935671,2
97,2046,Bell Park,723884.0215697587,2
98,2047,Bell Park,735227.1652459502,2
99,2048,Bell Park,746570.3089221418,2
100,2049,Bell Park,757913.4525983334,2
101,2050,Bell Park,769256.5962745249,2
102,1981,Bell Post Hill,63250.0,3
103,1984,Bell Post Hill,82500.0,3
104,1985,Bell Post Hill,110250.0,3
105,1986,Bell Post Hill,66833.33333333333,3
106,1987,Bell Post Hill,99000.0,3
107,1988,Bell Post Hill,73166.66666666667,3
108,1989,Bell Post Hill,115000.0,3
109,1991,Bell Post Hill,72000.0,3
110,1992,Bell Post Hill,80000.0,3
111,1993,Bell Post Hill,100750.0,3
112,1994,Bell Post Hill,70666.66666666667,3
113,1995,Bell Post Hill,62000.0,3
114,1997,Bell Post Hill,101000.0,3
115,1998,Bell Post Hill,119100.0,3
116,1999,Bell Post Hill,75250.0,3
117,2000,Bell Post Hill,100600.0,3
118,2001,Bell Post Hill,138571.42857142858,3
119,2002,Bell Post Hill,168583.33333333334,3
120,2003,Bell Post Hill,199600.0,3
121,2004,Bell Post Hill,247400.0,3
122,2005,Bell Post Hill,225388.88888888888,3
123,2006,Bell Post Hill,288000.0,3
124,2007,Bell Post Hill,249568.18181818182,3
125,2008,Bell Post Hill,283508.1818181818,3
126,2009,Bell Post Hill,294080.0,3
127,2010,Bell Post Hill,291333.3333333333,3
128,2011,Bell Post Hill,319333.3333333333,3
129,2012,Bell Post Hill,304299.0,3
130,2013,Bell Post Hill,313277.77777777775,3
131,2014,Bell Post Hill,330710.0,3
132,2015,Bell Post Hill,367125.0,3
133,2016,Bell Post Hill,348537.5,3
134,2017,Bell Post Hill,402100.0,3
135,2018,Bell Post Hill,485000.0,3
136,2020,Bell Post Hill,428511.6515545957,3
137,2021,Bell Post Hill,439854.79523078725,3
138,2022,Bell Post Hill,451197.9389069788,3
139,2023,Bell Post Hill,462541.0825831704,3
140,2024,Bell Post Hill,473884.22625936195,3
141,2025,Bell Post Hill,485227.3699355535,3
142,2026,Bell Post Hill,496570.5136117451,3
143,2027,Bell Post Hill,507913.65728793666,3
144,2028,Bell Post Hill,519256.8009641245,3
145,2029,Bell Post Hill,530599.9446403161,3
146,2030,Bell Post Hill,541943.0883165076,3
147,2031,Bell Post Hill,553286.2319926992,3
148,2032,Bell Post Hill,564629.3756688908,3
149,2033,Bell Post Hill,575972.5193450823,3
150,2034,Bell Post Hill,587315.6630212739,3
151,2035,Bell Post Hill,598658.8066974655,3
152,2036,Bell Post Hill,610001.950373657,3
153,2037,Bell Post Hill,621345.0940498486,3
154,2038,Bell Post Hill,632688.2377260402,3
155,2039,Bell Post Hill,644031.3814022318,3
156,2040,Bell Post Hill,655374.5250784233,3
157,2041,Bell Post Hill,666717.6687546149,3
158,2042,Bell Post Hill,678060.8124308027,3
159,2043,Bell Post Hill,689403.9561069943,3
160,2044,Bell Post Hill,700747.0997831859,3
161,2045,Bell Post Hill,712090.2434593774,3
162,2046,Bell Post Hill,723433.387135569,3
163,2047,Bell Post Hill,734776.5308117606,3
164,2048,Bell Post Hill,746119.6744879521,3
165,2049,Bell Post Hill,757462.8181641437,3
166,2050,Bell Post Hill,768805.9618403353,3
167,1979,Belmont,51000.0,4
168,1986,Belmont,51000.0,4
169,1987,Belmont,51000.0,4
170,1988,Belmont,75333.33333333333,4
171,1989,Belmont,92500.0,4
172,1991,Belmont,118000.0,4
173,1993,Belmont,102000.0,4
174,1996,Belmont,91500.0,4
175,1997,Belmont,65000.0,4
176,1998,Belmont,101500.0,4
177,2000,Belmont,211138.88888888888,4
178,2001,Belmont,155300.0,4
179,2002,Belmont,191781.25,4
180,2003,Belmont,233250.0,4
181,2004,Belmont,280000.0,4
182,2005,Belmont,281625.0,4
183,2006,Belmont,240666.66666666666,4
184,2007,Belmont,269166.6666666667,4
185,2008,Belmont,270590.9090909091,4
186,2009,Belmont,288666.6666666667,4
187,2010,Belmont,321227.2727272727,4
188,2011,Belmont,305484.28571428574,4
189,2012,Belmont,329954.54545454547,4
190,2013,Belmont,419597.22222222225,4
191,2014,Belmont,338888.8888888889,4
192,2015,Belmont,427152.38095238095,4
193,2016,Belmont,417118.4210526316,4
194,2017,Belmont,489000.0,4
195,2018,Belmont,470600.0,4
196,2020,Belmont,428061.01712040603,4
197,2021,Belmont,439404.1607965976,4
198,2022,Belmont,450747.30447278917,4
199,2023,Belmont,462090.44814898074,4
200,2024,Belmont,473433.5918251723,4
201,2025,Belmont,484776.7355013639,4
202,2026,Belmont,496119.87917755544,4
203,2027,Belmont,507463.022853747,4
204,2028,Belmont,518806.16652993485,4
205,2029,Belmont,530149.3102061264,4
206,2030,Belmont,541492.453882318,4
207,2031,Belmont,552835.5975585096,4
208,2032,Belmont,564178.7412347011,4
209,2033,Belmont,575521.8849108927,4
210,2034,Belmont,586865.0285870843,4
211,2035,Belmont,598208.1722632758,4
212,2036,Belmont,609551.3159394674,4
213,2037,Belmont,620894.459615659,4
214,2038,Belmont,632237.6032918505,4
215,2039,Belmont,643580.7469680421,4
216,2040,Belmont,654923.8906442337,4
217,2041,Belmont,666267.0343204252,4
218,2042,Belmont,677610.1779966131,4
219,2043,Belmont,688953.3216728047,4
220,2044,Belmont,700296.4653489962,4
221,2045,Belmont,711639.6090251878,4
222,2046,Belmont,722982.7527013794,4
223,2047,Belmont,734325.8963775709,4
224,2048,Belmont,745669.0400537625,4
225,2049,Belmont,757012.1837299541,4
226,2050,Belmont,768355.3274061456,4
227,1986,Corio,58250.0,6
228,1987,Corio,64000.0,6
229,1989,Corio,76000.0,6
230,1990,Corio,79250.0,6
231,1991,Corio,92000.0,6
232,1992,Corio,86666.66666666667,6
233,1993,Corio,70500.0,6
234,1994,Corio,86000.0,6
235,1995,Corio,61000.0,6
236,1996,Corio,99000.0,6
237,1997,Corio,67750.0,6
238,1998,Corio,65700.0,6
239,1999,Corio,70500.0,6
240,2000,Corio,103750.0,6
241,2001,Corio,104375.0,6
242,2002,Corio,134833.33333333334,6
243,2003,Corio,138000.0,6
244,2004,Corio,180500.0,6
245,2005,Corio,153333.33333333334,6
246,2006,Corio,131400.0,6
247,2007,Corio,149555.55555555556,6
248,2008,Corio,160600.0,6
249,2009,Corio,218818.18181818182,6
250,2010,Corio,238090.81818181818,6
251,2011,Corio,231909.0909090909,6
252,2012,Corio,261250.0,6
253,2013,Corio,226615.38461538462,6
254,2014,Corio,235750.0,6
255,2015,Corio,257695.65217391305,6
256,2016,Corio,258428.57142857142,6
257,2017,Corio,292375.0,6
258,2018,Corio,316100.0,6
259,2019,Corio,431000.0,6
260,2020,Corio,427159.74825203046,6
261,2021,Corio,438502.89192822203,6
262,2022,Corio,449846.0356044136,6
263,2023,Corio,461189.17928060517,6
264,2024,Corio,472532.32295679674,6
265,2025,Corio,483875.4666329883,6
266,2026,Corio,495218.6103091799,6
267,2027,Corio,506561.75398537144,6
268,2028,Corio,517904.8976615593,6
269,2029,Corio,529248.0413377509,6
270,2030,Corio,540591.1850139424,6
271,2031,Corio,551934.328690134,6
272,2032,Corio,563277.4723663256,6
273,2033,Corio,574620.6160425171,6
274,2034,Corio,585963.7597187087,6
275,2035,Corio,597306.9033949003,6
276,2036,Corio,608650.0470710918,6
277,2037,Corio,619993.1907472834,6
278,2038,Corio,631336.334423475,6
279,2039,Corio,642679.4780996665,6
280,2040,Corio,654022.6217758581,6
281,2041,Corio,665365.7654520497,6
282,2042,Corio,676708.9091282375,6
283,2043,Corio,688052.0528044291,6
284,2044,Corio,699395.1964806207,6
285,2045,Corio,710738.3401568122,6
286,2046,Corio,722081.4838330038,6
287,2047,Corio,733424.6275091954,6
288,2048,Corio,744767.7711853869,6
289,2049,Corio,756110.9148615785,6
290,2050,Corio,767454.0585377701,6
291,1984,Drumcondra,73833.33333333333,7
292,1985,Drumcondra,67000.0,7
293,1986,Drumcondra,94083.33333333333,7
294,1987,Drumcondra,134750.0,7
295,1988,Drumcondra,129666.66666666667,7
296,1989,Drumcondra,245000.0,7
297,1990,Drumcondra,79500.0,7
298,1991,Drumcondra,265500.0,7
299,1992,Drumcondra,163250.0,7
300,1993,Drumcondra,167000.0,7
301,1994,Drumcondra,145000.0,7
302,1995,Drumcondra,187833.33333333334,7
303,1996,Drumcondra,120000.0,7
304,1997,Drumcondra,100250.0,7
305,1998,Drumcondra,222666.66666666666,7
306,1999,Drumcondra,188625.0,7
307,2000,Drumcondra,279300.0,7
308,2001,Drumcondra,366200.0,7
309,2002,Drumcondra,317600.0,7
310,2003,Drumcondra,391666.6666666667,7
311,2004,Drumcondra,460833.3333333333,7
312,2005,Drumcondra,518333.3333333333,7
313,2006,Drumcondra,447500.0,7
314,2007,Drumcondra,430000.0,7
315,2008,Drumcondra,763750.0,7
316,2009,Drumcondra,410000.0,7
317,2010,Drumcondra,1238000.0,7
318,2011,Drumcondra,435000.0,7
319,2012,Drumcondra,700333.3333333334,7
320,2013,Drumcondra,870000.0,7
321,2015,Drumcondra,837500.0,7
322,2016,Drumcondra,405000.0,7
323,2020,Drumcondra,426709.1138178408,7
324,2021,Drumcondra,438052.2574940324,7
325,2022,Drumcondra,449395.40117022395,7
326,2023,Drumcondra,460738.5448464155,7
327,2024,Drumcondra,472081.6885226071,7
328,2025,Drumcondra,483424.83219879866,7
329,2026,Drumcondra,494767.9758749902,7
330,2027,Drumcondra,506111.1195511818,7
331,2028,Drumcondra,517454.26322736964,7
332,2029,Drumcondra,528797.4069035612,7
333,2030,Drumcondra,540140.5505797528,7
334,2031,Drumcondra,551483.6942559443,7
335,2032,Drumcondra,562826.8379321359,7
336,2033,Drumcondra,574169.9816083275,7
337,2034,Drumcondra,585513.125284519,7
338,2035,Drumcondra,596856.2689607106,7
339,2036,Drumcondra,608199.4126369022,7
340,2037,Drumcondra,619542.5563130938,7
341,2038,Drumcondra,630885.6999892853,7
342,2039,Drumcondra,642228.8436654769,7
343,2040,Drumcondra,653571.9873416685,7
344,2041,Drumcondra,664915.13101786,7
345,2042,Drumcondra,676258.2746940479,7
346,2043,Drumcondra,687601.4183702394,7
347,2044,Drumcondra,698944.562046431,7
348,2045,Drumcondra,710287.7057226226,7
349,2046,Drumcondra,721630.8493988141,7
350,2047,Drumcondra,732973.9930750057,7
351,2048,Drumcondra,744317.1367511973,7
352,2049,Drumcondra,755660.2804273888,7
353,2050,Drumcondra,767003.4241035804,7
354,1985,East Geelong,56833.333333333336,8
355,1986,East Geelong,59000.0,8
356,1987,East Geelong,72000.0,8
357,1988,East Geelong,133800.0,8
358,1989,East Geelong,107750.0,8
359,1990,East Geelong,90000.0,8
360,1991,East Geelong,80750.0,8
361,1992,East Geelong,86900.0,8
362,1993,East Geelong,116875.0,8
363,1994,East Geelong,72000.0,8
364,1996,East Geelong,54500.0,8
365,1997,East Geelong,113666.66666666667,8
366,1998,East Geelong,90500.0,8
367,1999,East Geelong,110000.0,8
368,2000,East Geelong,190312.5,8
369,2001,East Geelong,205362.5,8
370,2002,East Geelong,230000.0,8
371,2003,East Geelong,251500.0,8
372,2004,East Geelong,296937.5,8
373,2005,East Geelong,234785.7142857143,8
374,2006,East Geelong,250181.81818181818,8
375,2007,East Geelong,296658.5,8
376,2008,East Geelong,334856.25,8
377,2009,East Geelong,316125.1,8
378,2010,East Geelong,390176.4705882353,8
379,2011,East Geelong,384607.14285714284,8
380,2012,East Geelong,386225.0,8
381,2013,East Geelong,346000.0,8
382,2014,East Geelong,413920.45454545453,8
383,2015,East Geelong,438454.54545454547,8
384,2016,East Geelong,499555.55555555556,8
385,2017,East Geelong,569500.0,8
386,2020,East Geelong,426258.47938365117,8
387,2021,East Geelong,437601.62305984274,8
388,2022,East Geelong,448944.7667360343,8
389,2023,East Geelong,460287.9104122259,8
390,2024,East Geelong,471631.05408841744,8
391,2025,East Geelong,482974.197764609,8
392,2026,East Geelong,494317.3414408006,8
393,2027,East Geelong,505660.48511699215,8
394,2028,East Geelong,517003.62879318,8
395,2029,East Geelong,528346.7724693716,8
396,2030,East Geelong,539689.9161455631,8
397,2031,East Geelong,551033.0598217547,8
398,2032,East Geelong,562376.2034979463,8
399,2033,East Geelong,573719.3471741378,8
400,2034,East Geelong,585062.4908503294,8
401,2035,East Geelong,596405.634526521,8
402,2036,East Geelong,607748.7782027125,8
403,2037,East Geelong,619091.9218789041,8
404,2038,East Geelong,630435.0655550957,8
405,2039,East Geelong,641778.2092312872,8
406,2040,East Geelong,653121.3529074788,8
407,2041,East Geelong,664464.4965836704,8
408,2042,East Geelong,675807.6402598582,8
409,2043,East Geelong,687150.7839360498,8
410,2044,East Geelong,698493.9276122414,8
411,2045,East Geelong,709837.0712884329,8
412,2046,East Geelong,721180.2149646245,8
413,2047,East Geelong,732523.3586408161,8
414,2048,East Geelong,743866.5023170076,8
415,2049,East Geelong,755209.6459931992,8
416,2050,East Geelong,766552.7896693908,8
417,1983,Freshwater Creek,105000.0,9
418,1984,Freshwater Creek,165500.0,9
419,1988,Freshwater Creek,85000.0,9
420,1989,Freshwater Creek,210000.0,9
421,1990,Freshwater Creek,157000.0,9
422,1996,Freshwater Creek,255000.0,9
423,1997,Freshwater Creek,325000.0,9
424,1998,Freshwater Creek,230666.66666666666,9
425,2000,Freshwater Creek,527500.0,9
426,2001,Freshwater Creek,608750.0,9
427,2002,Freshwater Creek,482500.0,9
428,2003,Freshwater Creek,524750.0,9
429,2005,Freshwater Creek,540500.0,9
430,2007,Freshwater Creek,1100000.0,9
431,2009,Freshwater Creek,570000.0,9
432,2010,Freshwater Creek,750000.0,9
433,2011,Freshwater Creek,602500.0,9
434,2020,Freshwater Creek,425807.8449494615,9
435,2021,Freshwater Creek,437150.9886256531,9
436,2022,Freshwater Creek,448494.13230184466,9
437,2023,Freshwater Creek,459837.2759780362,9
438,2024,Freshwater Creek,471180.4196542278,9
439,2025,Freshwater Creek,482523.56333041936,9
440,2026,Freshwater Creek,493866.70700661093,9
441,2027,Freshwater Creek,505209.8506828025,9
442,2028,Freshwater Creek,516552.99435899034,9
443,2029,Freshwater Creek,527896.1380351819,9
444,2030,Freshwater Creek,539239.2817113735,9
445,2031,Freshwater Creek,550582.425387565,9
446,2032,Freshwater Creek,561925.5690637566,9
447,2033,Freshwater Creek,573268.7127399482,9
448,2034,Freshwater Creek,584611.8564161398,9
449,2035,Freshwater Creek,595955.0000923313,9
450,2036,Freshwater Creek,607298.1437685229,9
451,2037,Freshwater Creek,618641.2874447145,9
452,2038,Freshwater Creek,629984.431120906,9
453,2039,Freshwater Creek,641327.5747970976,9
454,2040,Freshwater Creek,652670.7184732892,9
455,2041,Freshwater Creek,664013.8621494807,9
456,2042,Freshwater Creek,675357.0058256686,9
457,2043,Freshwater Creek,686700.1495018601,9
458,2044,Freshwater Creek,698043.2931780517,9
459,2045,Freshwater Creek,709386.4368542433,9
460,2046,Freshwater Creek,720729.5805304348,9
461,2047,Freshwater Creek,732072.7242066264,9
462,2048,Freshwater Creek,743415.867882818,9
463,2049,Freshwater Creek,754759.0115590096,9
464,2050,Freshwater Creek,766102.1552352011,9
465,1982,Geelong,56830.0,10
466,1987,Geelong,79000.0,10
467,1988,Geelong,91000.0,10
468,1991,Geelong,118666.66666666667,10
469,1993,Geelong,233500.0,10
470,1994,Geelong,115875.0,10
471,1995,Geelong,68000.0,10
472,1996,Geelong,122666.66666666667,10
473,1997,Geelong,84000.0,10
474,1998,Geelong,286600.0,10
475,1999,Geelong,149950.0,10
476,2000,Geelong,420860.0,10
477,2001,Geelong,204000.0,10
478,2002,Geelong,249500.0,10
479,2003,Geelong,594500.0,10
480,2004,Geelong,332874.5714285714,10
481,2005,Geelong,564071.7142857143,10
482,2006,Geelong,327300.0,10
483,2007,Geelong,463700.0,10
484,2008,Geelong,510062.5,10
485,2009,Geelong,321250.0,10
486,2010,Geelong,574352.9411764706,10
487,2011,Geelong,504535.71428571426,10
488,2012,Geelong,454843.75,10
489,2013,Geelong,471225.0,10
490,2014,Geelong,542183.7142857143,10
491,2015,Geelong,725250.0,10
492,2016,Geelong,522600.0,10
493,2017,Geelong,758666.6666666666,10
494,2020,Geelong,425357.2105152756,10
495,2021,Geelong,436700.35419146717,10
496,2022,Geelong,448043.49786765873,10
497,2023,Geelong,459386.6415438503,10
498,2024,Geelong,470729.7852200419,10
499,2025,Geelong,482072.92889623344,10
500,2026,Geelong,493416.072572425,10
501,2027,Geelong,504759.2162486166,10
502,2028,Geelong,516102.3599248044,10
503,2029,Geelong,527445.503600996,10
504,2030,Geelong,538788.6472771876,10
505,2031,Geelong,550131.7909533791,10
506,2032,Geelong,561474.9346295707,10
507,2033,Geelong,572818.0783057623,10
508,2034,Geelong,584161.2219819538,10
509,2035,Geelong,595504.3656581454,10
510,2036,Geelong,606847.509334337,10
511,2037,Geelong,618190.6530105285,10
512,2038,Geelong,629533.7966867201,10
513,2039,Geelong,640876.9403629117,10
514,2040,Geelong,652220.0840391032,10
515,2041,Geelong,663563.2277152948,10
516,2042,Geelong,674906.3713914827,10
517,2043,Geelong,686249.5150676742,10
518,2044,Geelong,697592.6587438658,10
519,2045,Geelong,708935.8024200574,10
520,2046,Geelong,720278.9460962489,10
521,2047,Geelong,731622.0897724405,10
522,2048,Geelong,742965.2334486321,10
523,2049,Geelong,754308.3771248236,10
524,2050,Geelong,765651.5208010152,10
525,1984,Geelong West,50000.0,11
526,1987,Geelong West,67000.0,11
527,1989,Geelong West,61000.0,11
528,1991,Geelong West,66500.0,11
529,1992,Geelong West,101000.0,11
530,1993,Geelong West,90175.0,11
531,1994,Geelong West,89966.66666666667,11
532,1996,Geelong West,79500.0,11
533,1997,Geelong West,88000.0,11
534,1998,Geelong West,82000.0,11
535,1999,Geelong West,97500.0,11
536,2000,Geelong West,170833.33333333334,11
537,2001,Geelong West,162500.0,11
538,2002,Geelong West,192200.0,11
539,2003,Geelong West,263800.0,11
540,2004,Geelong West,241166.66666666666,11
541,2005,Geelong West,310100.0,11
542,2006,Geelong West,249083.33333333334,11
543,2007,Geelong West,337799.23076923075,11
544,2008,Geelong West,344875.0,11
545,2009,Geelong West,432400.0,11
546,2010,Geelong West,351076.92307692306,11
547,2011,Geelong West,428190.4761904762,11
548,2012,Geelong West,388266.6666666667,11
549,2013,Geelong West,407872.0,11
550,2014,Geelong West,467973.6842105263,11
551,2015,Geelong West,494352.9411764706,11
552,2016,Geelong West,503507.6923076923,11
553,2017,Geelong West,646090.9090909091,11
554,2018,Geelong West,342500.0,11
555,2020,Geelong West,424906.57608108595,11
556,2021,Geelong West,436249.7197572775,11
557,2022,Geelong West,447592.8634334691,11
558,2023,Geelong West,458936.00710966066,11
559,2024,Geelong West,470279.1507858522,11
560,2025,Geelong West,481622.2944620438,11
561,2026,Geelong West,492965.43813823536,11
562,2027,Geelong West,504308.5818144269,11
563,2028,Geelong West,515651.7254906148,11
564,2029,Geelong West,526994.8691668063,11
565,2030,Geelong West,538338.0128429979,11
566,2031,Geelong West,549681.1565191895,11
567,2032,Geelong West,561024.300195381,11
568,2033,Geelong West,572367.4438715726,11
569,2034,Geelong West,583710.5875477642,11
570,2035,Geelong West,595053.7312239558,11
571,2036,Geelong West,606396.8749001473,11
572,2037,Geelong West,617740.0185763389,11
573,2038,Geelong West,629083.1622525305,11
574,2039,Geelong West,640426.305928722,11
575,2040,Geelong West,651769.4496049136,11
576,2041,Geelong West,663112.5932811052,11
577,2042,Geelong West,674455.736957293,11
578,2043,Geelong West,685798.8806334846,11
579,2044,Geelong West,697142.0243096761,11
580,2045,Geelong West,708485.1679858677,11
581,2046,Geelong West,719828.3116620593,11
582,2047,Geelong West,731171.4553382508,11
583,2048,Geelong West,742514.5990144424,11
584,2049,Geelong West,753857.742690634,11
585,2050,Geelong West,765200.8863668256,11
586,1978,Grovedale,51000.0,12
587,1984,Grovedale,73573.33333333333,12
588,1985,Grovedale,64666.666666666664,12
589,1986,Grovedale,65000.0,12
590,1988,Grovedale,108700.0,12
591,1989,Grovedale,84000.0,12
592,1990,Grovedale,97250.0,12
593,1992,Grovedale,82000.0,12
594,1993,Grovedale,130000.0,12
595,1995,Grovedale,111375.0,12
596,1996,Grovedale,135866.66666666666,12
597,1997,Grovedale,102000.0,12
598,1998,Grovedale,142500.0,12
599,1999,Grovedale,130000.0,12
600,2000,Grovedale,199836.36363636365,12
601,2001,Grovedale,112100.0,12
602,2002,Grovedale,173250.0,12
603,2003,Grovedale,206790.0,12
604,2004,Grovedale,245714.2857142857,12
605,2005,Grovedale,215500.0,12
606,2006,Grovedale,234136.54545454544,12
607,2007,Grovedale,227999.16666666666,12
608,2008,Grovedale,269700.0,12
609,2009,Grovedale,262444.44444444444,12
610,2010,Grovedale,343590.9090909091,12
611,2011,Grovedale,308034.0909090909,12
612,2012,Grovedale,361384.6153846154,12
613,2013,Grovedale,339566.6666666667,12
614,2014,Grovedale,350894.7368421053,12
615,2015,Grovedale,356950.0,12
616,2016,Grovedale,348538.46153846156,12
617,2017,Grovedale,431866.6666666667,12
618,2018,Grovedale,412500.0,12
619,2019,Grovedale,548500.0,12
620,2020,Grovedale,424455.9416468963,12
621,2021,Grovedale,435799.0853230879,12
622,2022,Grovedale,447142.22899927944,12
623,2023,Grovedale,458485.372675471,12
624,2024,Grovedale,469828.5163516626,12
625,2025,Grovedale,481171.66002785414,12
626,2026,Grovedale,492514.8037040457,12
627,2027,Grovedale,503857.9473802373,12
628,2028,Grovedale,515201.0910564251,12
629,2029,Grovedale,526544.2347326167,12
630,2030,Grovedale,537887.3784088083,12
631,2031,Grovedale,549230.5220849998,12
632,2032,Grovedale,560573.6657611914,12
633,2033,Grovedale,571916.809437383,12
634,2034,Grovedale,583259.9531135745,12
635,2035,Grovedale,594603.0967897661,12
636,2036,Grovedale,605946.2404659577,12
637,2037,Grovedale,617289.3841421492,12
638,2038,Grovedale,628632.5278183408,12
639,2039,Grovedale,639975.6714945324,12
640,2040,Grovedale,651318.815170724,12
641,2041,Grovedale,662661.9588469155,12
642,2042,Grovedale,674005.1025231034,12
643,2043,Grovedale,685348.2461992949,12
644,2044,Grovedale,696691.3898754865,12
645,2045,Grovedale,708034.5335516781,12
646,2046,Grovedale,719377.6772278696,12
647,2047,Grovedale,730720.8209040612,12
648,2048,Grovedale,742063.9645802528,12
649,2049,Grovedale,753407.1082564443,12
650,2050,Grovedale,764750.2519326359,12
651,1979,Hamlyn Heights,60000.0,13
652,1983,Hamlyn Heights,56000.0,13
653,1985,Hamlyn Heights,92000.0,13
654,1987,Hamlyn Heights,60500.0,13
655,1988,Hamlyn Heights,107000.0,13
656,1989,Hamlyn Heights,65000.0,13
657,1991,Hamlyn Heights,89000.0,13
658,1994,Hamlyn Heights,71000.0,13
659,1995,Hamlyn Heights,80500.0,13
660,1996,Hamlyn Heights,108166.33333333333,13
661,1997,Hamlyn Heights,75500.0,13
662,1998,Hamlyn Heights,53500.0,13
663,1999,Hamlyn Heights,108000.0,13
664,2000,Hamlyn Heights,161050.2,13
665,2001,Hamlyn Heights,142125.0,13
666,2002,Hamlyn Heights,197600.0,13
667,2003,Hamlyn Heights,203666.66666666666,13
668,2004,Hamlyn Heights,229333.33333333334,13
669,2005,Hamlyn Heights,292500.0,13
670,2006,Hamlyn Heights,247500.0,13
671,2007,Hamlyn Heights,250143.14285714287,13
672,2008,Hamlyn Heights,243750.0,13
673,2009,Hamlyn Heights,281600.0,13
674,2010,Hamlyn Heights,312733.3333333333,13
675,2011,Hamlyn Heights,316684.6153846154,13
676,2012,Hamlyn Heights,328357.14285714284,13
677,2013,Hamlyn Heights,313750.0,13
678,2014,Hamlyn Heights,320375.0,13
679,2015,Hamlyn Heights,342750.0,13
